year,lobbyist_name,agency,agency_address
2022,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,AMANDA REISSS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,ADAM DE HUECK,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,CINDY KIMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,KAREN CREMER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,LOGAN SCHAEFBAUER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,CODY CHAMBLISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,PATRICIA VAN GERPEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,LOGAN SCHAEFBAUER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JENNIE FUERST,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,KRISTEN EDWARDS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,DEB GREGG,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,DARREN KEARNEY,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,CINDY KEMNITZ,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,LEAH MOHR,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,AMANDA REISS,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,GREG RISLOV,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,PATRICK STEFFENSEN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JON THURBER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,KYLE WEINMAN,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MARY ZANTER,PUBLIC UTILITIES COMMISSION,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2018,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2019,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2020,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2021,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2026,MELISSA MILLER,REAL ESTATE COMMISSION,"- , SD"
2012,CORNELISON MIKE,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,OHLEEN JUSTIN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,"GRAHAM OEY, J.D.",SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,RYAN BRUNNER,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RYAN BRUNNER,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MEHLHAFF MICHAEL J.,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MIKE MEHLHAFF,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,CARA JORDAN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MIKE LAURITSEN,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,TREYTON KOST-HILLMER,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,JARROD JOHNSON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,TREYTON KOST-HILLMER,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,JUSTIN NAGEL,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,ROCKY HAYES,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,TREYON KOST-HILLMER,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2023,TAILYNN BRADFORD,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,BROCK GREENFIELD,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,JUSTIN NAGEL,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,CALEB FINCK,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,KYLE HOLT,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BROCK L. GREENFIELD,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JUSTIN K. NAGEL,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,CALEB FINCK,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JOSHUA KLUMB,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,BROCK GREENFIELD,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JUSTIN NAGEL,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,MIKE CORNELISON,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,RENEE KNAPP,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,CALEB FINCK,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2026,JOSHUA KLUMB,SCHOOL AND PUBLIC LANDS,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,DON TEMPLETON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2012,DUSTIN CHRISTOPHERSON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2014,DON TEMPLETON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2014,DUSTIN CHRISTOPHERSON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2014,DON TEMPLETON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2015,DON TEMPLETON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2015,DUSTIN CHRISTOPHERSON,SD BUILDING AUTHORITY,"330 SOUTH POPLAR , SD 57501"
2013,SCOTT LANDGUTH,SD ELLSWORTH AUTHORITY,"- , SD"
2014,SCOTT LANDGUTH,SD ELLSWORTH AUTHORITY,"- , SD"
2017,DAVID KNEAFSEY,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2017,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2018,DAVID KNEAFSEY,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2018,PAT BURCHILL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2018,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2019,DAVID KNEAFSEY,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2019,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2019,PAT BURCHILL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2020,PAT BURCHILL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2020,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2020,DAVID KNEAFSEY,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2020,LYNN KENDALL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2021,PAT BURCHILL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2021,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2021,DAVID KNEAFSEY,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2021,LYNN KENDALL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2022,PAT BURCHILL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2022,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2022,LYNN KENDALL,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2023,SCOTT LANDGUTH,SD ELLSWORTH DEVELOPMENT AUTHORITY,"- , SD"
2016,NORM LINGLE,SD LOTTERY,"- , SD"
2016,CLARK HEPPER,SD LOTTERY,"- , SD"
2016,KELLY THOMPSON,SD LOTTERY,"- , SD"
2016,JIM PUTNAM,SD LOTTERY,"- , SD"
2016,CHUCK TURBIVILLE,SD LOTTERY,"- , SD"
2016,BOB HARTFORD,SD LOTTERY,"- , SD"
2017,KELLY THOMPSON,SD LOTTERY,"- , SD"
2017,CLARK HEPPER,SD LOTTERY,"- , SD"
2017,KELLY THOMPSON,SD LOTTERY,"- , SD"
2017,NORM LINGLE,SD LOTTERY,"- , SD"
2018,CLARK HEPPER,SD LOTTERY,"- , SD"
2018,NORM LINGLE,SD LOTTERY,"- , SD"
2018,TOM HELLAND,SD LOTTERY,"- , SD"
2019,NORM LINGLE,SD LOTTERY,"- , SD"
2019,CLARK HEPPER,SD LOTTERY,"- , SD"
2019,TOM HELLAND,SD LOTTERY,"- , SD"
2015,MARJE KAISER,SD SCHOOL FOR THE BLIND/VISUALLY IMPAIRED/DEAF,"- , SD"
2015,CLAUDEAN HLUCKY,SD SCHOOL FOR THE BLIND/VISUALLY IMPAIRED/DEAF,"- , SD"
2016,MARJE KAISER,SD SCHOOL FOR THE BLIND/VISUALLY IMPAIRED/DEAF,"- , SD"
2015,HEATHER WILSON,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2015,STEVE MALOTT,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2015,RICHARD SINDEN,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2016,HEATHER WILSON,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2016,STEVE MALOTT,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2016,DEMITRIS KOURIS,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2016,KATE ALLEY,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2016,KATE ALLEY,SD SCHOOL OF MINES & TECHNOLOGY,"- , SD"
2013,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2014,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2014,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2014,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,WHEELER RON,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,WILL MCELROY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,WALTER WEINIG,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2015,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2016,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2016,WALTER WEINIG,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2016,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2016,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2017,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2017,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2017,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2018,DOUGLAS ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2018,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2018,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2018,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2019,TIM ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2019,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2019,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2020,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2020,RON WHEELER,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2020,TIM M. ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2020,DOUG ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2021,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2021,TIM M. ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2021,DOUG ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2022,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2022,TIM M. ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2022,DOUG ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,TIM M. ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,DOUG ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,CASEY PETERSON,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,GSG STRATEGIES,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2024,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2024,TIM M. ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2024,DOUG ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2024,CASEY PETERSON,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2025,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2025,CASEY PETERSON,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2025,TIMOTHY ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2025,DOUGLAS ABRAHAM,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2025,ANNIE AVERITT,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2026,MIKE HEADLEY,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2026,CASEY PETERSON,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2026,TIMOTHY ENGEL,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2026,AARON SCHEIBE,SD SCIENCE & TECHNOLOGY AUTHORITY,"- , SD"
2023,MARK SLADE,SD SMALL BUSINESS DEVELOPMENT CENTER,
2014,CALEB FINCK,SD STATE STUDENT'S ASSOCIATION,"- , SD"
2012,GANT JASON M.,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,POWERS PAT,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LORENZEN AARON,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,LAURITSEN MIKE,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2012,PIETRUS ANDREW,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MILLER PATRICIA,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,JASON GANT,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MIKE LAWRITSEN,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,BRANDON JOHNSON,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2013,MIKE LAURITSEN,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,PATRICIA MILLER,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,JASON GANT,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,BRANDON JOHNSON,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2014,MIKE LAURITSEN,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,TERESA BRAY,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,TOM DEADRICK,SECRETARY OF STATE,"500 EAST CAPITOL AVENUE PIERRE, SD 57501"
